"Name","vCenter","SRM Placeholder","Hostname fqdn","Power state","Os System from Tools","OS System","Environment","Business Application","CICollection","Functional Group","OS Technical Maintainer","CostRecoveryMode","Organization","Office_Department","RFS","Notes"
"unsapp1mi","UN-VC-EDCV","false","unsapp1mi","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA MDM - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unfs01","UN-VC-EDCV","false","unfs01.umoja.un.org","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA Infrastructure - PRD","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","Leasing","OICT","","RFS-1-8554908418","*** This VM has replaced the old UNFS01 (Suse Linux) ***

Renamed from unfs04 to unfs01 on May 10 - CM 54709

*** June 7: vCPUs increased from 2 to 4 for troubleshooting ***

*** June 8: vCPUs increased from 4 to 6 for troubleshooting ***

*** June 27: OS upgrade from RHEL 7.7 to 7.9 ***

 *** July 1: vCPUs reduced from 4 to 2 (CPU usage is back to normal values) ***

- SSH allowed users (/etc/ssh/sshd_config):
   AllowUsers root _scomlinux sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root       13G   /
/dev/sda1                              497M   /boot
/dev/mapper/vg00-lv_opt       4.0G   /opt
/dev/mapper/vg00-lv_home   3.0G   /home
/dev/mapper/vg00-tmp           4.0G   /tmp
/dev/mapper/vg00-lv_var        16G   /var

- Basic Server with Graphical Environment"
"unsapp1japp2","UN-VC-EDCV","false","unsapp1japp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA Portal - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapccpapp2","UN-VC-EDCV","false","unsapccpapp2.umoja.un.org","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapr1lscs1","UN-VC-EDCV","false","unsapr1lscs1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA SLT - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapr6eapp1","UN-VC-EDCV","false","unsapr6eapp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Preproduction","UMOJA","UMOJA ECC - PRE","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8451023688",""
"unsapscsp4","UN-VC-EDCV","false","unsapscsp4","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ASCS Server - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapscsp1","UN-VC-EDCV","false","unsapscsp1","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ASCS Server - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsaps6r","UN-VC-EDCV","false","unsaps6r","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","UMOJA SRM - Sandbox","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-8831166098",""
"UMOJA_Template - RHEL 8.6 64bits","UN-VC-EDCV","false","none","Powered Off","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","-","-","-","-","-","-","-","-","-"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapp1lapp3","UN-VC-EDCV","false","unsapp1lapp3","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA SLT - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","RFS-1-8231292887",""
"unsapcpdapp2","UN-VC-EDCV","false","unsapcpdapp2","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","QA","UMOJA","UMOJA IBP - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","RFS-1-8308072122",""
"unsapp1eapp7","UN-VC-EDCV","false","unsapp1eapp7","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","UMOJA ECC - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapd7e","UN-VC-EDCV","false","unsapd7e","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development ","UMOJA ","UMOJA  - DEV","ICC-UMOJA-SAP ","PSU UIT Umoja Infrastructure Team ","Leasing ","OICT ","-","-",""
"unsapd1u","UN-VC-EDCV","false","unsapd1u","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","UMOJA IDM - DEV","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unhanacockpit3","UN-VC-EDCV","false","unhanacockpit3","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Production","UMOJA","HANA - TDI","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","RFS-1-10288900617"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsaps1p","UN-VC-EDCV","false","unsaps1p","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Sandbox","UMOJA","UMOJA PI - Sandbox","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unsapd1f","UN-VC-EDCV","false","unsapd1f","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","UMOJA Fiori - DEV","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"unsapq1p","UN-VC-EDCV","false","unsapq1p","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","QA","UMOJA","UMOJA PI - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"unhanaqas01a","UN-VC-EDCV","false","unhanaqas01a","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","QA","UMOJA","HANA - TDI","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","RFS-1-11936787457"," - SSH allowed users (/etc/ssh/sshd_config):
AllowUsers root _scomlinux _scomlinuxmon _scomlinuxmaint sgmgr sshuser *global.un.org *idm.un.org

- Custom Umoja Partition Schema
*Disk=80 GB, 20 GB unpartitioned for future use

/dev/mapper/vg00-lv_root 13G /
/dev/sda1 512M /boot
/dev/mapper/vg00-lv_opt 4.0G /opt
/dev/mapper/vg00-lv_home 3.0G /home
/dev/mapper/vg00-lv_tmp 4.0G /tmp
/dev/mapper/vg00-lv_var 16G /var

- Basic Server with Graphical Environment"
"unsapd2s","UN-VC-EDCV","false","unsapd2s","Powered On","Red Hat Enterprise Linux 8 (64-bit)","Red Hat Enterprise Linux 8 (64-bit)","Development","UMOJA","UMOJA Solman - DEV","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","UMOJA","-",""
"UMOJA_Template - RHEL 9.4 64bits","UN-VC-EDCV","false","temporary","Powered Off","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","-","-","-","-","-","-","-","-","-",""
"unuitmgmt51","UN-VC-EDCV","false","unuitmgmt51.global.un.org","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Preproduction","UMOJA","UMOJA Infrastructure - PRE","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","ExcludedFromInvoice","OICT","-","RFS-1-12410873048",""
"UNNFSMEDIA51","UN-VC-EDCV","false","unnfsmedia51.global.un.org","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Production","UMOJA","UMOJA - PRD","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-12410873048",""
"UNNFSPREPROD51","UN-VC-EDCV","false","unnfspreprod51.global.un.org","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Preproduction","UMOJA","UMOJA - PRE","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","RFS-1-12410873048",""
"ny-dns-i-srv-005","UN-VC-EDCV","false","dnsvl-p-srv-01","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Production","Active Directory","OICT Active Directory","OICT NOS","OICT NOS","Hosting","OICT","-","-",""
"UNNFSMEDIA51(secondary)","UN-VC-EDCV","false","none","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Production","UMOJA","UMOJA - PRD","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"UNNFSPROD51","UN-VC-EDCV","false","unnfsprod51.global.un.org","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Production","UMOJA","UMOJA - PROD","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"UNNFSPREPROD51(secondary)","UN-VC-EDCV","false","none","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Production","UMOJA","UMOJA - PRD","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","-",""
"UMOJA_Template - RHEL 9.4 64bits_BDS","UN-VC-EDCV","false","none","Powered Off","none","Red Hat Enterprise Linux 9 (64-bit)","-","-","-","-","-","-","-","-","-",""
"ny-dns-i-srv-006","UN-VC-EDCV","false","dnsvl-p-srv-02","Powered On","Red Hat Enterprise Linux 9 (64-bit)","Red Hat Enterprise Linux 9 (64-bit)","Production","Active Directory","OICT Active Directory","OICT NOS","OICT NOS","Hosting","OICT","-","-",""
"MONUSCO-NEG2","UN-VC-EDCV","false","none","Powered Off","none","Ubuntu Linux (64-bit)","-","-","-","-","-","Hosting","-","-","-",""
"HPEOb-p-app-07","UN-VC-EDCV","false","observer","Powered On","Other 4.x Linux (64-bit)","Ubuntu Linux (64-bit)","-","HPE Observer","Templates","PSU HCO Hybrid Cloud Operations","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","-",""
"carlg-g-app-01","VLCVI-D-VCC-01","false","CARLG-G-APP-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2016 (64-bit)","Preproduction","Carlog-Umoja","Carlog-Umoja-PRE","IOS RMSU - Remote Mission Support Unit","RMSU OT - Operation Team","-","DOS","OSCM\LD","-","Clone of unsmil-crlg.unsmil.dpko.un.org (10.187.237.209), "
"swift-q-db-01","VLCVI-D-VCC-01","false","swift-q-db-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","SWIFT","Swift integration layer - QA","Treasury Business Applications","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","RFS-1-11986986728"
"tfsr-e-fs-02","VLCVI-D-VCC-01","false","tfsr-e-fs-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","Software Lifecycle Tracking Tool","ALM - PRE","UNGSC-ISD-IT- Operations","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","-","RFS-1-11156137582"
"notny-q-app-01","VLCVI-D-VCC-01","false","notny-q-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","NY Applications","NOTNY - QA","UNGSC-ISD-IT- Operations","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","-","RFS-1-11154326854"
"mfcm-d-app-02","VLCVI-D-VCC-01","false","mfcm-d-app-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Development","MF Content Manager","MFCM - DEV","FCAS-ARMS-MFCM","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-ARMS-MFCM","RFS-1-12461253062",""
"emed-q-sql-01","VLCVI-D-VCC-01","false","emed-q-sql-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","EarthMed - Medical Services Software","EarthMed - QA","OICT Application Rationalization","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12419129637","RFS-1-12419129637"
"spum-e-sql-02","VLCVI-D-VCC-01","false","spum-e-sql-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12650078661",""
"spum-q-iis-02","VLCVI-D-VCC-01","false","spum-q-iis-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","OICT Server per App","PSU HCO Hybrid Cloud Operations","Hosting","OICT Server per App","","RFS-1-12681081623",""
"spum-e-app-02","VLCVI-D-VCC-01","false","spum-e-app-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","UMOJA - SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12649794407",""
"notny-e-sql-02","VLCVI-D-VCC-01","false","notny-e-sql-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","NY Applications","NOTNY - TRG","UNGSC-ISD-IT- Operations","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","-","RFS-1-11154228317"
"cafm-q-db-01","VLCVI-D-VCC-01","false","cafm-q-db-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","ARCHIBUS - CAFM SmartClient","CAFM - QA","DOS FCAS","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-TTS-CAFM","-","RFS-1-11291030982"
"spum-e-iis-02","VLCVI-D-VCC-01","false","spum-e-iis-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","UMOJA - SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12649794407",""
"tfsr-e-fs-01","VLCVI-D-VCC-01","false","tfsr-e-fs-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","Software Lifecycle Tracking Tool","ALM - PRE","UNGSC-ISD-IT- Operations","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","-","RFS-1-11156137582"
"spum-q-sql-02","VLCVI-D-VCC-01","false","spum-q-sql-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","OICT Server per App","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12681259271",""
"spum-d-sql-01","VLCVI-D-VCC-01","false","spum-d-sql-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","development","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - DEV","OICT/ESS/EAC-Americas","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12587258027",""
"spum-e-av-01","VLCVI-D-VCC-01","false","spum-e-av-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","UMOJA - SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12650078661",""
"spum-q-app-01","VLCVI-D-VCC-01","false","spum-q-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","OICT Server per App","PSU HCO Hybrid Cloud Operations","Hosting","OICT Server per App","","RFS-1-12681081623",""
"mfcm-d-sql-01","VLCVI-D-VCC-01","false","mfcm-d-sql-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Development","MF Content Manager","MFCM - DEV","FCAS-ARMS-MFCM","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-ARMS-MFCM","RFS-1-12461253062",""
"spum-q-iis-01","VLCVI-D-VCC-01","false","spum-q-iis-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","OICT Server per App","PSU HCO Hybrid Cloud Operations","Hosting","OICT Server per App","","RFS-1-12681081623",""
"notny-u-app-01","VLCVI-D-VCC-01","false","notny-u-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","UAT","NY Applications","NOYNY - UAT","UNGSC-ISD-IT- Operations","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","-","RFS-1-11154326352"
"emed-q-app-01","VLCVI-D-VCC-01","false","emed-q-app-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","EarthMed - Medical Services Software","EarthMed - QA","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","-","RFS-1-10688027107","RFS-1-10688027107"
"sqlp-d-app-01","VLCVI-D-VCC-01","false","sqlp-d-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Development","SQLP","sqLP - DEV","FCAS-TTS","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-TTS","-","WO-RFS-1-11908098775"
"spum-e-iis-01","VLCVI-D-VCC-01","false","spum-e-iis-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","UMOJA - SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12649794407",""
"notny-q-sql-01","VLCVI-D-VCC-01","false","notny-q-sql-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","NY Applications","NOTNY - QA","UNGSC-ISD-IT- Operations","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","-","RFS-1-11154326854"
"spum-e-sql-03","VLCVI-D-VCC-01","false","spum-e-sql-03.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12650078661",""
"win22-d-latest","VLCVI-D-VCC-01","false","none","Powered Off","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","-","-","-","-","-","-","-","-","-",""
"pcrs-d-app-01","VLCVI-D-VCC-01","false","pcrs-d-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Development","Peacekeeping Capability Readiness System (PCRS)","PCRS - DEV","ESS Sharepoint","PSU HCO Hybrid Cloud Operations  ","Hosting","OICT","","RFS-1-12017263606","RFS-1-12017263606"
"nova-q-db-01","VLCVI-D-VCC-01","false","nova-q-db-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","Nova","Nova - PRD","DPPA-DPO-SCS","PSU HCO Hybrid Cloud Operations","Hosting","DPPA-DPO-SCS","","RFS-1-11342276760","RFS-1-11342276760"
"cafm-q-app-01","VLCVI-D-VCC-01","false","cafm-q-app-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","ARCHIBUS - CAFM SmartClient","CAFM - QA","DOS FCAS","PSU HCO Hybrid Cloud Operations","Hosting","DOA","FCAS-TTS-CAFM","RFS-1-11291030982","RFS-1-11291030982"
"csenv-u-app-01_TBD_ifnocomplains","VLCVI-D-VCC-01","false","none","Powered Off","none","Microsoft Windows Server 2019 (64-bit)","UAT","Platform Management","Platform Management - UAT","PSU HCO Hybrid Cloud Operations","PSU HCO Hybrid Cloud Operations","Hosting","UNGSC","-","-","RFS-1-123456789"
"nova-q-web-01","VLCVI-D-VCC-01","false","nova-q-web-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","Nova","Nova - QA","DPPA-DPO-SCS","PSU HCO Hybrid Cloud Operations","Hosting","DPPA-DPO-SCS","","RFS-1-11342276760","RFS-1-11342276760"
"spum-q-sql-01","VLCVI-D-VCC-01","false","spum-q-sql-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","OICT Server per App","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-12681259271",""
"notny-e-app-02","VLCVI-D-VCC-01","false","notny-e-app-02.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Preproduction","NY Applications","NOTNY - TRG","UNGSC-ISD-IT- Operations","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","-","RFS-1-11154228317"
