"Name","vCenter","SRM Placeholder","Hostname fqdn","Power state","Os System from Tools","OS System","Environment","Business Application","CICollection","Functional Group","OS Technical Maintainer","CostRecoveryMode","Organization","Office_Department","RFS","Notes"
"SPUM-P-SQL-002","UN-VC-EDCV","false","SPUM-P-SQL-002.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150176986",""
"SPUM-P-IIS-004","UN-VC-EDCV","false","SPUM-P-IIS-004.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","-","-",""
"UN-USH-D-WEB-001","UN-VC-EDCV","false","VAVM1426.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Development","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - DEV","SharepointCoeSupport","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","RFS-1-7911641871",""
"hrsdd-p-sql-01","UN-VC-EDCV","false","hrsdd-p-sql-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","HRSD DOS","HRSD - PRD","NY HRSD team","PSU HCO Hybrid Cloud Operations","ExcludedFromInvoice","OICT","","RFS-1-8460597448",""
"SPUM-U-IIS-001","UN-VC-EDCV","false","SPUM-U-IIS-001.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","PreProduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150179146",""
"dfs-geocapp-01","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-",""
"dfs-ags1-01","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------

DO NOT UPDATE VMware Tools!!!
Auto-update feature disabled - RFS-1-12302865897
(A.Aracil)"
"spum-u-av-001","UN-VC-EDCV","false","spum-u-av-001.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Preproduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","ExcludedFromInvoice","OICT","","RFS-1-8199963586",""
"un-ad-p-aadc-004","UN-VC-EDCV","false","vavm0835.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","Active Directory","Azure AD connect","PSU IIG Identity Infrastructure Group","PSU IIG Identity Infrastructure Group","Hosting","UNGSC","","-",""
"un-udocs-p-conv-001","UN-VC-EDCV","false","none","Powered On","none","Microsoft Windows Server 2016 or later (64-bit)","Production","OICT Unite Docs","OICT Unite Docs","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","VAVM0874"
"UN-USH-Q-WEB-002","UN-VC-EDCV","false","VAVM1431.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","SharepointCoeSupport","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","RFS-1-7911641871",""
"SPUM-U-IIS-002","UN-VC-EDCV","false","SPUM-U-IIS-002.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","PreProduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150179146",""
"AD-P-DLS-402","UN-VC-EDCV","false","ad-p-dls-402.edc.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","Active Directory","OICT Active Directory","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","Hostname: 
Date Created: 
Description:"
"spum-u-av-002","UN-VC-EDCV","false","spum-u-av-002.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Preproduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","ExcludedFromInvoice","OICT","","RFS-1-8199963586",""
"hrspc-p-sql-01","UN-VC-EDCV","false","hrspc-p-sql-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UNAMA HRS Protection of Civilians and Child Protection","UNAMA HRS Protection of Civilians and Child Protection","UNAMA-FTSSysNetUnit","PSU HCO Hybrid Cloud Operations","Hosting","UNAMA","Human Rights databases ","RFS-1-8441799903",""
"SPUM-P-SQL-003","UN-VC-EDCV","false","SPUM-P-SQL-003.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150176986",""
"SPUM-P-IIS-003","UN-VC-EDCV","false","SPUM-P-IIS-003.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","-","-",""
"DCTmpltOICT-win16","UN-VC-EDCV","false","none","Powered Off","Microsoft Windows Server 2016 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-","Hostname: 
Date Created: 
Description:"
"SPUM-U-APP-001","UN-VC-EDCV","false","SPUM-U-APP-001.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","PreProduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150179146",""
"dfs-mgeocrtx-03_to_be_decom_?","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-","RFS-1-12755861036 Snjezana Kokotovic

power off 30/01/2026 - TBD in one month"
"dfs-ags3-02","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------

DO NOT UPDATE VMware Tools!!!
Auto-update feature disabled - RFS-1-12301334197
(A.Aracil)"
"dfs-mgeocrtx-02_to_be_decom_?","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-","RFS-1-12755861036 Snjezana Kokotovic

power off 30/01/2026 - TBD in one month"
"UN-SWIFT-P-DB-007","UN-VC-EDCV","false","VAVM1454.EDCV.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","SWIFT","OICT SWIFT","Treasury Business Applications","PSU HCO Hybrid Cloud Operations","Hosting","OICT","-","-",""
"dfs-geoprtl-01","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------"
"udocs-p-sql-05","UN-VC-EDCV","false","udocs-p-sql-05.EDCV.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","OICT Unite Docs","OICT Unite Docs","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8557055625",""
"un-udocs-p-conv-002","UN-VC-EDCV","false","VAVM0875.EDCV.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","OICT Unite Docs","OICT Unite Docs","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","VAVM0875"
"un-ual-p-xen-124","UN-VC-EDCV","false","vavm1174.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","-","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","","-",""
"SPUM-U-SQL-003","UN-VC-EDCV","false","SPUM-U-SQL-003.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","PreProduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150179146",""
"UN-USH-Q-DB-001","UN-VC-EDCV","false","VAVM1434.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","SharepointCoeSupport","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","RFS-1-7911641871",""
"ual-p-xen-01","UN-VC-EDCV","false","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU HCO Hybrid Cloud Operations","ExcludedFromInvoice","OICT","","RFS-1-8387211161",""
"dfs-mgeocrtx-01_to_be_decom_?","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-","RFS-1-12755861036 Snjezana Kokotovic

power off 30/01/2026 - TBD in one month"
"veeam-p-one-01","UN-VC-EDCV","false","veeam-p-one-01.global.un.org","Powered On","Microsoft Windows Server 2022 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","Veeam","UMOJA Veeam - PRD","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","ExcludedFromInvoice","UNGSC","-","RFS-1-10088869971","Basic Windows template with GUI:

- OS: Windows Server Standard 2022
- C drive: 80 GB
- Local Administrator password set
- Remote Desktop enabled
- VMware Tools installed"
"dfs-ags2-01","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------

DO NOT UPDATE VMware Tools!!!
Auto-update feature disabled - RFS-1-12302865897
(A.Aracil)"
"SPUM-P-SQL-001","UN-VC-EDCV","false","SPUM-P-SQL-001.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150176986",""
"UN-USH-Q-APP-001","UN-VC-EDCV","false","VAVM1432.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","SharepointCoeSupport","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","RFS-1-7911641871",""
"dfs-geocrtx-03","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------"
"ny-ad-p-dls-037","UN-VC-EDCV","false","ny-ad-p-dls-037.unhq.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","Active Directory","OICT Active Directory","OICT NOS","OICT NOS","Hosting","OICT","","-",""
"AD-P-DLS-017","UN-VC-EDCV","false","ad-p-dls-017.global.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","Active Directory","OICT Active Directory","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","Hostname: 
Date Created: 
Description:"
"AD-P-DLS-501","UN-VC-EDCV","false","ad-p-dls-501.EDCV.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","Active Directory","OICT Active Directory","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","Hostname: 
Date Created: 
Description:"
"SPUM-P-SQL-004","UN-VC-EDCV","false","SPUM-P-SQL-004.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150176986",""
"unsapsacprd(secondary)","UN-VC-EDCV","false","none","Powered On","Microsoft Windows Server 2016 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-",""
"hrspc-p-web-01","UN-VC-EDCV","false","hrspc-p-web-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UNAMA HRS Protection of Civilians and Child Protection","UNAMA HRS Protection of Civilians and Child Protection","UNAMA-FTSSysNetUnit","PSU HCO Hybrid Cloud Operations","Hosting","UNAMA","Human Rights databases ","RFS-1-8441799903",""
"TEMPLATE WIN 2019Std","UN-VC-EDCV","false","none","Powered Off","Microsoft Windows Server 2016 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-",""
"SPUM-U-SQL-001","UN-VC-EDCV","false","SPUM-U-SQL-001.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","PreProduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","Database Services Support (BSC-ASU-DS)","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150179146",""
"spum-p-av-002","UN-VC-EDCV","false","spum-p-av-002.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","ExcludedFromInvoice","OICT","OICT","-",""
"UMOJA_Template - Windows Server Standard 2022","UN-VC-EDCV","false","WIN-TEMPLATE","Powered Off","Microsoft Windows Server 2016 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA","UMOJA - Template","PSU UIT Umoja Infrastructure Team","PSU UIT Umoja Infrastructure Team","-","OICT","-","RFS-1-9229218837","Basic Windows template with GUI:

- OS: Windows Server Standard 2022
- C drive: 80 GB
- Local Administrator password set
- Remote Desktop enabled
- VMware Tools installed"
"UN-USH-Q-DB-002","UN-VC-EDCV","false","VAVM1435.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","QA","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - QA","SharepointCoeSupport","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","RFS-1-7911641871",""
"UN-SWIFT-P-DB-008","UN-VC-EDCV","false","VAVM1455.EDCV.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","SWIFT","OICT SWIFT","Treasury Business Applications","PSU HCO Hybrid Cloud Operations","Hosting","OICT","-","-",""
"SPUM-U-APP-002","UN-VC-EDCV","false","SPUM-U-APP-002.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","PreProduction","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRE","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8150179146",""
"UN-SWIFT-Q-DB-001","UN-VC-EDCV","false","VAVM1302.EDCV.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","QA","SWIFT","OICT Swift","Treasury Business Applications","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-7035320488",""
"UN-USH-D-DB-002","UN-VC-EDCV","false","VAVM1428.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Development","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - DEV","SharepointCoeSupport","PSU HCO Hybrid Cloud Operations","Hosting","OICT","OICT","RFS-1-7911641871",""
"unsapsacprd2","UN-VC-EDCV","false","unsapsacprd2.global.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA","UMOJA SAC - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","RFS-1-8449895243",""
"SPUM-P-IIS-002","UN-VC-EDCV","false","SPUM-P-IIS-002.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","-","-",""
"unsapsacprd","UN-VC-EDCV","false","unsapsacprd.global.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA","UMOJA SAC - PRD","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","OICT","RFS-1-8383679577",""
"dfs-gissql-02","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-",""
"udocs-p-sql-06","UN-VC-EDCV","false","udocs-p-sql-06.EDCV.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","OICT Unite Docs","OICT Unite Docs","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","RFS-1-8557055625",""
"AD-P-DLS-105","UN-VC-EDCV","false","ad-p-dls-105.un.org","Powered On","Microsoft Windows Server 2016 or later (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","Active Directory","OICT Active Directory","OICT","PSU HCO Hybrid Cloud Operations","Hosting","OICT","","-","Hostname: 
Date Created: 
Description:"
"SPUM-P-APP-002","UN-VC-EDCV","false","SPUM-P-APP-002.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","Umoja","-",""
"Template Win2016 Std","UN-VC-EDCV","false","none","Powered Off","Microsoft Windows Server 2016 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-",""
"dfs-ags3-01","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------

DO NOT UPDATE VMware Tools!!!
Auto-update feature disabled - RFS-1-12301334197
(A.Aracil)"
"dfs-geocrtx-01","UN-VC-EDCV","true","none","Powered Off","none","Microsoft Windows Server 2016 or later (64-bit)","-","-","-","-","-","-","-","-","-"," RFS-1-12745805030 Snjezana Kokotovic

power off 22/01/2026 - TBD in one month


--------------------"
"SPUM-P-APP-001","UN-VC-EDCV","false","SPUM-P-APP-001.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2016 or later (64-bit)","Production","UMOJA-SharePoint Data Integration","UMOJA SharePoint 2019 - PRD","OICT MEG Collaboration","PSU HCO Hybrid Cloud Operations","Hosting","OICT","-","-",""
"VAVM1077","UN-VC-EDCV","false","vavm1077.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1073","UN-VC-EDCV","false","vavm1073.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1134","UN-VC-EDCV","false","vavm1134.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1042","UN-VC-EDCV","false","vavm1042.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1045","UN-VC-EDCV","false","vavm1045.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1039","UN-VC-EDCV","false","vavm1039.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-p-sf-01","UN-VC-EDCV","false","ual-p-sf-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","Umoja Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-",""
"VAVM1066","UN-VC-EDCV","false","vavm1066.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1110","UN-VC-EDCV","false","vavm1110.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1046","UN-VC-EDCV","false","vavm1046.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1056","UN-VC-EDCV","false","vavm1056.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"unsaplrp4","UN-VC-EDCV","false","unsaplrp4.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","QA","UMOJA","UMOJA RoadRunner - QA","ICC-UMOJA-SAP","PSU UIT Umoja Infrastructure Team","Leasing","OICT","-","-",""
"VAVM1121","UN-VC-EDCV","false","vavm1121.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-p-wem-01","UN-VC-EDCV","false","ual-p-wem-01.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-",""
"ual-p-dir-02","UN-VC-EDCV","false","ual-p-dir-02.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access Layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","-","-",""
"VAVM1127","UN-VC-EDCV","false","vavm1127.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1114","UN-VC-EDCV","false","vavm1114.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1048","UN-VC-EDCV","false","vavm1048.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"VAVM1070","UN-VC-EDCV","false","vavm1070.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
"ual-master-ws19","UN-VC-EDCV","false","ual-p-mas-ws19.global.un.org","Powered Off","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - Infrastructure","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","ExcludedFromInvoice","UNGSC","-","-",""
"VAVM1081","UN-VC-EDCV","false","vavm1081.global.un.org","Powered On","Microsoft Windows Server 2019 (64-bit)","Microsoft Windows Server 2019 (64-bit)","Production","UMOJA Access layer","UAL - XenApp","PSU UAL Umoja Access Layer Tier 2","PSU UAL Umoja Access Layer Tier 2","Hosting","OICT","OICT","-",""
