VM_Name,Cluster,Environment,Functional_Group,IP_Address,Location,Organization,OS,OS_Technical_Maintainer,Technology,THS deployment,THS_System covered by GRR,THS_System covered by Sysmon,THS_System logs shipped,UUID,Application,CICollection,Status
CMTS-R-WEB-01,bdsvi-p-pve-06,Production,Application Support (BSC-ASU-APP),10.130.131.27,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d380b-361d-f693-8e9b-44025b7fc99e,CMTS: Case Management Tracking System,CMTS-SEATRK - PRD,Removed
OSMTP-R-LOG-01,bdsvi-p-pve-12,Production,OICT MEG Messaging,10.130.132.174,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d3818-c20d-76e7-060b-19b8e230aede,OneSMTP,Log Repository - PRD,Removed
FPBI-R-SQL-02,bdsvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.130.132.137,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d394d-aa41-d88a-800f-47b7e5d1d762,FPBI,FPBI - Green,Removed
SSU-P-MNG-04,bdsvi-p-pve-12,Production,CSDS SSU - Solutions and Support Unit,10.130.133.132,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d3b24-57eb-2b85-5b76-2d7d41b47535,management,MANAGEMENT - PRD,Removed
FRIM-P-APP-03,bdsvi-p-pve-14,Unknown,IOS DTSU - Digital Technologies Support Unit,Unknown,Brindisi,UNICTF,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d3b29-7b4e-fff1-4e76-13f1ab0f88c4,FRIM,FRIM - PRD,Removed
CMTS-R-WEB-02,bdsvi-p-pve-13,Production,Application Support (BSC-ASU-APP),10.130.131.28,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d3b31-3b74-1840-a839-1a2da1f40ec2,CMTS: Case Management Tracking System,CMTS-SEATRK - PRD,Removed
EBILL-R-WEB-01,bdsvi-p-pve-04,Production,Application Support (BSC-ASU-APP),10.130.201.141,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d3cb3-874c-b310-e78f-ba7e4a065f32,eBilling,eBilling Always On - PRD,Removed
UNOSM-R-DB-04,bdsvi-p-pve-12,Unknown,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d3d6f-6a81-271d-c5bc-43b2724e28df,Open Street Map Server (ImpOSM),Open Street Map Server - PRD,Removed
SSU-P-MNG-01,bdsvi-p-pve-12,Unknown,CSDS SSU - Solutions and Support Unit,Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d3f41-8fde-5a3e-c447-082b998937e6,AWX,SSU Ansible - PRD,Removed
ROMAM-P-APP-17,bdsvi-p-pve-12,Production,OICT Application Rationalization,10.130.219.117,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d42f4-3abc-a003-8cff-e169a06d9bae,LN Read-Only (LNAM),SPO Data Migration,Removed
ROMAM-P-APP-13,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.113,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d4335-d0a0-6852-3b07-6354ec79cb9f,LN Read-Only (LNAM),SPO Data Migration,Removed
HVATM-P-WEB-01,bdsvi-p-pve-12,Production,Application Support (BSC-ASU-APP),10.130.207.232,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d4512-0386-6ea0-67b8-c35c31099714,TaaS - Tracking as a service,HVATS - PRD,Removed
ROMAM-P-APP-06,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.106,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,422d480a-650e-048c-1fd9-5f541cc91623,LN Read-Only (LNAM),SPO Data Migration,Removed
ROMAM-P-APP-09,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.109,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d49ae-eabf-ff9c-e7c5-119ed23dc5a5,LN Read-Only (LNAM),SPO Data Migration,Removed
SSU-P-MNG-03,bdsvi-p-pve-12,Production,CSDS SSU - Solutions and Support Unit,10.130.133.131,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d4b8e-625b-1dfe-a0da-cd1b1bb5672b,management,MANAGEMENT - PRD,Removed
EBILL-R-WEB-04,bdsvi-p-pve-04,Production,Application Support (BSC-ASU-APP),10.130.201.144,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d4df1-31b8-2d16-6384-b5650a9e5d52,eBilling,eBilling Always On - PRD,Removed
AVN-P-SQL-01,bdsvi-p-pve-10,Production,MINUSMA Aviation,10.130.132.113,Brindisi,MINUSMA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d4f45-209d-90f6-6978-1adf6f162ff6,MINUSMA-AVIATION E-Services,Aviation e-Services - PRD,Removed
VWBDS-P-APP-07,bdsvi-p-pve-05,Production,TISU GSC-B Technology Centre Support Group,10.130.201.164,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d4fa5-061c-b076-3d30-efed77a70fc3,ncc barco video wall,UNLB - NCC Virtual Servers for monitoring,Removed
GINA-R-SQL-01,bdsvi-p-pve-15,Unknown,Unknown,10.130.132.201,Brindisi,Unknown,Unknown,Unknown,Proxmox,Partial,Yes,No,No,422d512a-6712-9f07-0341-3c41cda94def,Tetra-GINA Tracking Server,GINA AlwaysOn - PRD,Removed
VWBDS-P-APP-01,bdsvi-p-pve-05,Production,TISU GSC-B Technology Centre Support Group,10.130.201.158,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d521e-8d32-7d22-e32a-9a3c334247fc,ncc barco video wall,UNLB - NCC Virtual Servers for monitoring,Removed
UVISA-R-WEB-02,bdsvi-p-pve-12,Production,Application Support (BSC-ASU-APP),10.130.207.7,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d5332-1742-62b0-d892-d779d7e93e32,Unitevisa,UVISA - PRD,Removed
ROMAM-P-APP-12,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.112,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d569b-a098-b598-1142-8f3cb4a9daee,LN Read-Only (LNAM),SPO Data Migration,Removed
UNGIS-R-DB-02,bdsvi-p-pve-12,Unknown,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d5871-1354-ec07-e670-ab030009858b,Open Street Map Server (ImpOSM),DATABASE PostgreSQL - PRD,Removed
UNOSM-R-APP-02,bdsvi-p-pve-12,Unknown,CSDS SSU - Solutions and Support Unit,Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d5b98-3838-4e5f-288f-da7982757a99,Open Street Map Server (ImpOSM),Open Street Map Server - PRD,Removed
GIS-P-WEB-02,bdsvi-p-pve-05,Production,CSDS SSU - Solutions and Support Unit,10.130.207.224,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d5bf5-e78b-c8c3-b39f-efef0288fb52,UN Geoportal,GeoPortal - PRD,Removed
NOTNY-R-SQL-01,bdsvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.130.132.205,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d5c7f-6a8d-68c5-e543-328be8af50f7,NY Applications,NOTNY - PRD,Removed
VWBDS-P-APP-03,bdsvi-p-pve-05,Production,TISU GSC-B Technology Centre Support Group,10.130.201.160,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d5df3-f003-8a79-73d9-6cbc1de29c82,ncc barco video wall,UNLB - NCC Virtual Servers for monitoring,Removed
EBILL-R-SQL-02,bdsvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.130.132.132,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d6480-16f1-bd3b-79d9-60e3de02d4fc,eBilling,eBilling Always On - PRD,Removed
GIS-P-WEB-06,bdsvi-p-pve-06,Production,CSDS SSU - Solutions and Support Unit,10.130.207.228,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d6780-2e37-4fca-0787-59ea68e7a72e,UN Geoportal,GeoPortal - PRD,Removed
FPBI-R-APP-01,bdsvi-p-pve-12,Production,Database Services Support (BSC-ASU-DS),10.130.207.197,Brindisi,UNLB,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d68fe-277e-953d-a950-28b53995b594,FPBI,FPBI - Green,Removed
ROMAM-P-APP-18,bdsvi-p-pve-15,Production,OICT Application Rationalization,10.130.219.118,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d6dc9-8b34-650a-28fd-989ff6f58d6d,LN Read-Only (LNAM),SPO Data Migration,Removed
UVISA-R-SQL-01,bdsvi-p-pve-12,Production,Database Services Support (BSC-ASU-DS),10.130.132.223,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d6f69-3f88-4a13-7b40-255c55ab3c18,Unitevisa,UVISA - PRD,Removed
UNOSM-R-DB-02,bdsvi-p-pve-12,Unknown,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d6fb8-5711-ad3c-e8f5-b85556454f9f,Open Street Map Server (ImpOSM),Open Street Map Server - PRD,Removed
VWBDS-P-APP-08,bdsvi-p-pve-05,Production,TISU GSC-B Technology Centre Support Group,10.130.201.165,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d778c-3156-1aef-45f3-4474d4d4b6e0,ncc barco video wall,UNLB - NCC Virtual Servers for monitoring,Removed
MEAP-R-SQL-03,bdsvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.130.132.93,Brindisi,UNGSC,Unknown,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,422d77e7-0268-17b9-3537-547cd2d96584,Unite FRIM MEAP Automation Solution,MEAP - Blue,Removed
UNBS-R-DB-02,bdsvi-p-pve-12,Unknown,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d7845-40cb-7507-bddf-f425292b729d,Open Street Map Server (ImpOSM),DATABASE PostgreSQL - PRD,Removed
ROMAM-P-APP-07,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.107,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d7a14-659e-7d43-2eff-e5e25d13ae81,LN Read-Only (LNAM),SPO Data Migration,Removed
CPRT-R-APP-01,bdsvi-p-pve-14,Production,CSDS SSU - Solutions and Support Unit,10.130.207.187,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d7ee5-ba68-139d-3918-a10b97ec1011,CPRT Commercial and Military Aviation,APP - PRD,Removed
EBILL-R-WEB-05,bdsvi-p-pve-04,Production,Application Support (BSC-ASU-APP),10.130.201.145,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d7f80-b93b-c639-921e-0c024917820a,eBilling,eBilling Always On - PRD,Removed
FPBI-R-SQL-01,bdsvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.130.132.136,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d8068-efa2-9857-f130-0546117926f9,FPBI,FPBI - Green,Removed
GIS-P-WEB-05,bdsvi-p-pve-04,Production,CSDS SSU - Solutions and Support Unit,10.130.207.227,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d814e-c1f9-9872-1a2e-ac23adf1be18,UN Geoportal,GeoPortal - PRD,Removed
CPRT-R-SQL-01,bdsvi-p-pve-14,Production,CSDS SSU - Solutions and Support Unit,10.130.132.127,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d8826-1b23-8476-214b-ffe86d9a8e8f,CPRT Commercial and Military Aviation,SQL - PRD,Removed
SPCOM-R-SQL-52,bdsvi-p-pve-12,Production,Database Services Support (BSC-ASU-DS),10.130.132.212,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d89d6-1d04-8d54-d84c-539dc3d3a0e4,Comet,SPCOM SharePoint 2019 - PRD,Removed
UNOSM-R-DB-03,bdsvi-p-pve-15,Unknown,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422d8cf0-291c-db7e-b280-c52b7d695a66,Open Street Map Server (ImpOSM),Open Street Map Server - PRD,Removed
EBILL-R-SQL-01,bdsvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.130.132.131,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d91a2-17c1-8a35-9be9-6eb6a959031c,eBilling,eBilling Always On - PRD,Removed
NOTNY-R-APP-01,bdsvi-p-pve-14,Production,Application Support (BSC-ASU-APP),10.130.201.105,Brindisi,DOS,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,422d93fa-09c9-4a05-a153-db013038a814,NY Applications,NOTNY - PRD,Removed
CPRT-R-APP-02,bdsvi-p-pve-14,Production,CSDS SSU - Solutions and Support Unit,10.130.207.188,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,422d941b-5094-fc36-0c12-300d29f31000,CPRT Commercial and Military Aviation,APP - PRD,Removed
ROMAM-P-APP-11,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.111,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d9907-ed2f-01c8-2f1d-ee34ad71cd0b,LN Read-Only (LNAM),SPO Data Migration,Removed
FRIM-P-WEB-05,bdsvi-p-pve-14,Production,IOS DTSU - Digital Technologies Support Unit,10.130.207.201,Brindisi,UNICTF,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422d9c58-be4f-d71b-e8a8-fc8078cbc5b5,FRIM,FRIM - PRD,Removed
CPRT-R-SQL-04,bdsvi-p-pve-15,Unknown,Unknown,10.130.132.10,Brindisi,Unknown,Unknown,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,422d9ea9-0454-accc-1a5d-9a26948d4968,CPRT Commercial and Military Aviation,APP - PRD,Removed
FRIM-P-WEB-03,bdsvi-p-pve-14,Production,IOS DTSU - Digital Technologies Support Unit,10.130.207.200,Brindisi,UNICTF,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,422da5b6-60f3-f7e0-3029-b61207a2a167,FRIM,FRIM - PRD,Removed
MEAP-R-APP-03,bdsvi-p-pve-05,Production,Application Support (BSC-ASU-APP),10.130.131.243,Brindisi,UNGSC,Unknown,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,No,Yes,Yes,422da635-6830-fa74-3173-349a97283571,Unite FRIM MEAP Automation Solution,MEAP - Green,Removed
ROMAM-P-APP-05,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.105,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422da79e-c36e-a6b1-e26a-f3d99066207f,LN Read-Only (LNAM),SPO Data Migration,Removed
FRIM-P-DB-03,bdsvi-p-pve-14,Unknown,IOS DTSU - Digital Technologies Support Unit,Unknown,Brindisi,UNICTF,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422daaaa-2d0c-31a0-236f-689d4435757b,FRIM,FRIM - PRD,Removed
GINA-R-APP-01,bdsvi-p-pve-15,Unknown,Unknown,10.130.207.221,Brindisi,Unknown,Unknown,Unknown,Proxmox,Partial,Yes,No,No,422dab65-2661-b074-ae09-25bea1536778,Tetra-GINA Tracking Server,GINA AlwaysOn - PRD,Removed
EBILL-R-WEB-02,bdsvi-p-pve-04,Production,Application Support (BSC-ASU-APP),10.130.201.142,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422db2db-afba-fca1-b467-bc48a9aa3a46,eBilling,eBilling Always On - PRD,Removed
HPSM-R-APP-01,bdsvi-p-pve-04,Production,Enterprise Services and Applications (BSC-ASU-ESA),10.130.207.231,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422db31d-bc19-8e0b-40a9-4ac01167bb24,HP Service Manager,HPSM - PRD,Removed
ROMAM-P-APP-08,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.108,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422db38f-0b5c-5a1f-365d-b99c5c04d4c5,LN Read-Only (LNAM),SPO Data Migration,Removed
UVISA-R-SQL-02,bdsvi-p-pve-15,Production,Database Services Support (BSC-ASU-DS),10.130.132.224,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422db3e2-5df6-4841-7f4f-5dbb1b5d17db,Unitevisa,UVISA - PRD,Removed
UNBS-R-DB-01,bdsvi-p-pve-12,Unknown,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422db7d1-35e0-b2d7-2836-b0c29fba28b7,Open Street Map Server (ImpOSM),DATABASE PostgreSQL - PRD,Removed
ROMAM-P-APP-15,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.115,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dbc1f-f846-0ed3-119d-06de56978110,LN Read-Only (LNAM),SPO Data Migration,Removed
FRIM-P-IIS-03,bdsvi-p-pve-10,Production,IOS DTSU - Digital Technologies Support Unit,10.130.207.199,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dbcbf-585d-db14-f740-981ca14eea80,FRIM,FRIM - PRD,Removed
CPRT-R-APP-03,bdsvi-p-pve-15,Unknown,Unknown,10.130.131.165,Brindisi,Unknown,Unknown,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,422dbcf3-52f8-265d-e61b-0383e69c9713,CPRT Commercial and Military Aviation,APP - PRD,Removed
HVATM-R-WEB-01,bdsvi-p-pve-15,Production,Application Support (BSC-ASU-APP),10.130.207.233,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dbe4e-29f5-7b77-18b5-a072de7afad6,TaaS - Tracking as a service,HVATS - PRD,Removed
UVISA-R-WEB-01,bdsvi-p-pve-12,Production,Application Support (BSC-ASU-APP),10.130.207.89,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dc5a7-85dc-a9bb-7b36-aee6196b507a,Unitevisa,UVISA - PRD,Removed
ROMAM-P-APP-03,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.103,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dce30-7228-898d-6312-72fcaac66dd4,LN Read-Only (LNAM),SPO Data Migration,Removed
VWBDS-P-APP-04,bdsvi-p-pve-05,Production,TISU GSC-B Technology Centre Support Group,10.130.201.161,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dd6dd-f757-e85b-a95f-63dfaaba7398,ncc barco video wall,UNLB - NCC Virtual Servers for monitoring,Removed
UNOSM-R-DB-01,bdsvi-p-pve-12,Unknown,Database Services Support (BSC-ASU-DS),Unknown,Brindisi,UNGSC,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422dd847-231a-95f2-f37d-de1ad9ad3b3e,Open Street Map Server (ImpOSM),Open Street Map Server - PRD,Removed
ROMAM-P-APP-10,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.110,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dd930-0a6d-ae5f-7afb-7b9bf1331d94,LN Read-Only (LNAM),SPO Data Migration,Removed
FRIM-P-DB-05,bdsvi-p-pve-14,Unknown,IOS DTSU - Digital Technologies Support Unit,Unknown,Brindisi,UNICTF,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422ddb3a-f1f3-c397-7eeb-197996665062,FRIM,FRIM - PRD,Removed
CPRT-R-SQL-03,bdsvi-p-pve-15,Unknown,Unknown,10.130.132.9,Brindisi,Unknown,Unknown,Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,422ddb5a-2c55-4a1d-f1d0-b65fefd4b480,CPRT Commercial and Military Aviation,APP - PRD,Removed
ROMAM-P-APP-14,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.114,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422de17b-4a5b-044f-dd5b-faa419807914,LN Read-Only (LNAM),SPO Data Migration,Removed
FRIM-P-MQTT-01,bdsvi-p-pve-06,Unknown,IOS DTSU - Digital Technologies Support Unit,Unknown,Brindisi,UNICTF,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,422de24e-b6e1-9a1e-3525-a9b8782993c2,FRIM,FRIM - PRD,Removed
GIS-P-SFTP-01,bdsvi-p-pve-06,Production,CSDS SSU - Solutions and Support Unit,10.130.207.222,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422de26e-35ca-511e-4062-d17d50a640af,UN Geoportal,GeoPortal - PRD,Removed
ROMAM-P-APP-16,bdsvi-p-pve-05,Production,OICT Application Rationalization,10.130.219.116,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422de425-e6ee-1e40-1cf8-cb347a0564d6,LN Read-Only (LNAM),SPO Data Migration,Removed
VWBDS-P-APP-06,bdsvi-p-pve-05,Production,TISU GSC-B Technology Centre Support Group,10.130.201.163,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422de453-12c7-9039-bba4-bf3b158609dd,ncc barco video wall,UNLB - NCC Virtual Servers for monitoring,Removed
TELYC-P-APP-01,bdsvi-p-pve-12,Production,NSU Digital Radio Support Team (DRST),10.130.201.100,Brindisi,UNLB,Windows 10,PSU HCO Hybrid Cloud Operations,Proxmox,Unknown,Unknown,Unknown,Unknown,422de62d-4cbd-3e4c-5f46-78bb66e1803b,telycan call dispatcher,Telycan - PRD,Removed
SPCST-P-APP-01,bdsvi-p-pve-04,Production,UNGSC MEG Collaboration,10.130.207.73,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422de87c-829a-87df-a0e6-981da7022d0c,unitearchive,Unite Archive - PRD,Removed
AVN-P-WEB-01,bdsvi-p-pve-10,Production,MINUSMA Aviation,10.130.207.185,Brindisi,MINUSMA,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dea03-f556-31af-862d-0aecdef86ee2,MINUSMA-AVIATION E-Services,Aviation e-Services - PRD,Removed
VWBDS-P-APP-02,bdsvi-p-pve-05,Production,TISU GSC-B Technology Centre Support Group,10.130.201.159,Brindisi,UNGSC,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,422def1f-02f4-06ff-9d95-79cd213bc9c4,ncc barco video wall,UNLB - NCC Virtual Servers for monitoring,Removed
CMTS-R-SQL-01,bdsvi-p-pve-13,Production,Database Services Support (BSC-ASU-DS),10.130.132.122,Brindisi,DOS,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Completed,Yes,Yes,Yes,422dfa5b-86eb-4d61-991b-1573e06242b3,CMTS: Case Management Tracking System,CMTS-SEATRK - PRD,Removed
FRIM-P-COL-03,bdsvi-p-pve-06,Production,IOS DTSU - Digital Technologies Support Unit,10.130.217.137,Brindisi,UNICTF,Windows Server 2022,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,No,No,422dfd3d-39c3-d79c-1af8-7b89f50a9617,FRIM,FRIM - PRD,Removed
IDM-P-SRV-005,vlcvi-p-pve-13,Unknown,PSU HCO Hybrid Cloud Operations,Unknown,Valencia,DOS,Linux (Other),PSU HCO Hybrid Cloud Operations,Proxmox,Partial,Yes,"N/A, Linux",No,42330099-48a1-cbbf-c26c-a1d45674885d,idm,RedHat Identity Manager,Removed
ARS-M-GW-002,vlcvi-p-pve-04,Production,Database Services Support (BSC-ASU-DS),10.130.9.40,Valencia,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,Proxmox,Partial,No,Yes,Yes,423308d2-1e52-a299-4d2a-c23e94ce6ce7,Alert reporting system,ARS - PRD,Removed
