VM_Name,Cluster,Environment,Functional_Group,IP_Address,Location,Organization,OS,OS_Technical_Maintainer,Technology,THS deployment,THS_System covered by GRR,THS_System covered by Sysmon,THS_System logs shipped,UUID,Application,CICollection,Status
BDSVI-P-NSXE-02,BDSVI-MGMT,Production,NSU DCN Data Center Networking,10.129.96.11,Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50392652-869f-477a-1cc1-b6a08df456e3,VMWare Virtualization,NSX EDGE - PRD,Existing
BDSVI-P-IMM-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.96.20,Brindisi,UNGSC,Windows Server 2019,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039304b-1ab3-3bed-b87a-5f3cb912ca84,HPE Insight Remote Support,HPE Insight Remote Support,Existing
VLCVI-P-NSXS-02,BDSVI-MGMT,Production,NSU DCN Data Center Networking,"10.129.96.8, 10.129.96.6",Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,503937fa-5c9a-ba4c-a6e1-5dabbb462878,VMWare Virtualization,NSX Manager - PRD,Existing
HPEOB-P-APP-03,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.96.24,Brindisi,UNGSC,Linux (Other - 4.x),PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50394770-093d-6cd9-fd7d-185934c9d09b,Templates,Templates,Existing
BDSVI-D-VCC-01_V8,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.100.5,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50394dba-3350-99c6-66b7-40ef5e9a72e5,VMWare Virtualization,VMware VirtualCenter,Existing
BDSVI-P-OMS-02,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.102.32,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,503954f4-9fd6-9036-8491-8afcc4621dd9,VMWare Virtualization,VMware Operations Manager,Existing
BDSVI-P-VCC-01_V8,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.98.5,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,503958af-91b9-0ef4-e724-eff28132ecd2,VMWare Virtualization,VMware VirtualCenter,Existing
EMCCC-P-APP-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.96.19,Brindisi,UNGSC,Linux (Other - 4.x),PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50396d2b-6d0d-4c01-25b2-73a5b8888391,DellEMC Utility Configuration Collector,UCC-PRD,Existing
BDSVI-P-VCM-01_V8,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.96.5,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50398411-6e86-832b-903a-581b4122d87e,VMWare Virtualization,VMware VirtualCenter,Existing
VLCVI-P-NSXS-03,BDSVI-MGMT,Production,NSU DCN Data Center Networking,10.129.96.9,Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039873d-cb1c-b9bc-442c-b695612dbff0,VMWare Virtualization,NSX Manager - PRD,Existing
VLCVI-P-NSXS-01,BDSVI-MGMT,Production,NSU DCN Data Center Networking,10.129.96.7,Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,50399b30-8280-0c8c-0e29-24d10af22526,VMWare Virtualization,NSX EDGE - PRD,Existing
BDSVI-P-VSI-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.96.28,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039c1eb-c430-e849-13e5-d3fd9183a1c8,Platform Management,Platform Management tools,Existing
PWRSC-P-MON-04,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.96.17,Brindisi,UNGSC,SLES 15,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039c399-5c34-b742-a2a9-0cbc360954d8,PowerScale,PowerScale - PRD,Existing
BDSVI-P-OMS-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.102.31,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039c5b3-0f1e-4bee-f777-db950f9a0551,VMWare Virtualization,VMware Operations Manager,Existing
BDSVI-P-LIS-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,"10.129.102.11, 10.129.102.10",Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039d1b0-1b58-d2e8-1593-248ca8e75a9b,VMWare Virtualization,VMware Log Insight,Existing
BDSVI-P-LIS-02,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.102.12,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039d447-7fe3-ad1f-405b-d804d5baf667,VMWare Virtualization,VMware Log Insight,Existing
BDSVI-P-VCH-01,BDSVI-MGMT,Production,PSU HCO Hybrid Cloud Operations,10.129.104.5,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039ed1a-1cb7-48cb-3fe4-c6f74c43597e,VMWare Virtualization,VMware VirtualCenter,Existing
BDSVI-P-NSXE-01,BDSVI-MGMT,Production,NSU DCN Data Center Networking,10.129.96.10,Brindisi,UNGSC,Ubuntu,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5039faad-26e9-b1c7-bf08-18ef666af576,VMWare Virtualization,NSX EDGE - PRD,Existing
UNGSC-PRIME-01,UNGSC-B-MAN-ACI-01,Production,DSSU - Digital Solutions Support Unit,10.161.14.78,Brindisi,UNGSC,RHEL 7,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503a95e5-3ade-4f95-2540-8070dfe8f434,Cisco Prime,Cisco Call manager,Existing
UNGSC-CCTV-01,UNGSC-B-MAN-ACI-01,Production,DSSU - Digital Solutions Support Unit,10.161.38.77,Brindisi,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503aad15-b4eb-090d-687b-e546e04aa9ca,CCTV,Cisco Call manager,Existing
UNLB-RFIDSV-01,UNGSC-B-MAN-ACI-01,Unknown,IOS TISU - Technology Infrastructure Support Unit,10.146.16.21,Brindisi,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503acee5-2570-11c1-056e-3e6feafa97ad,RFID,RFID,Removed
UNGSC-CMX-01,UNGSC-B-MAN-ACI-01,Production,DSSU - Digital Solutions Support Unit,Unknown,Brindisi,UNGSC,CentOS 4/5,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503acf11-0d55-c4b9-5a4c-94685b205830,CMX Server,Cisco Call manager,Existing
UNGSC-ISE-01,UNGSC-B-MAN-ACI-01,Production,DSSU - Digital Solutions Support Unit,10.161.14.50,Brindisi,UNGSC,RHEL 8,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503ad61d-89a9-a799-629b-e881b1150f9a,CISCO ISE,UNGSC ISE - PRD,Existing
UNLB-RFIDDB-01,UNGSC-B-MAN-ACI-01,Unknown,IOS TISU - Technology Infrastructure Support Unit,"10.146.16.66, 10.146.16.151, 10.146.16.152",Brindisi,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503adf88-a905-6b77-9545-13d98610e6c6,RFID,RFID,Removed
UNSAPP1MS,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.27,Valencia,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503c02f8-5002-fb83-3070-319c511d6cbf,UMOJA,UMOJA MDM - PRD,Existing
UNSAPP1EAPP1,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.10,Valencia,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503c1420-e730-47e9-78c6-8f1c885757a7,UMOJA,UMOJA ECC - PRD,Existing
UNSAPPWE,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.41,Valencia,OICT,RHEL 6,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503c1902-72f6-6dac-c4cf-49581d60b463,UMOJA,UMOJA WebDisp Server - PRD,Existing
UNSAPP1MI,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.26,Valencia,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503c6989-97b6-88f1-1845-93d6cea8204a,UMOJA,UMOJA MDM - PRD,Existing
UNSAPROUTER,UMOJA-V-APP-PROD,Preproduction,ICC-UMOJA-SAP,10.130.22.80,Valencia,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503c7d23-dc51-21e4-9565-2e78713022ff,UMOJA,UMOJA SAP Router - PRD,Existing
UNSAPSCSP1F,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.71,Valencia,OICT,RHEL 6,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503ca62c-d931-79f3-68ba-8a5f4237edd6,UMOJA,UMOJA ASCS Server - PRD,Existing
UNSAPP1MA,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.25,Valencia,OICT,RHEL 7,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503cb0d6-97d8-25b2-3ada-a2a8d088a04c,UMOJA,UMOJA MDM - PRD,Existing
UNSAPSCSP1,UMOJA-V-APP-PROD,Production,ICC-UMOJA-SAP,10.129.12.46,Valencia,OICT,RHEL 6,PSU UIT Umoja Infrastructure Team,VMware,Partial,Yes,"N/A, Linux",No,503ce2e8-72d1-34bd-3a7e-dff214dec097,UMOJA,UMOJA ASCS Server - PRD,Existing
UNSBV-DHCP-01,UNGSC-V-MAN-ACI-51,Unknown,DSSU - Digital Solutions Support Unit,10.162.1.70,Valencia,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503e26c0-aea1-a821-ad2a-81deffd7e4e9,dhcp server,DHCP Server,Removed
UNSBV-SMTP-01,UNGSC-V-MAN-ACI-51,Unknown,DSSU - Digital Solutions Support Unit,10.162.1.111,Valencia,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503e324a-651d-ca76-84cc-59e1dce411d1,smtp server,SMTP Server,Removed
DDVE-LDC-01,UNGSC-V-MAN-ACI-51,Development,PSU HCO Hybrid Cloud Operations,10.162.0.73,Valencia,Unknown,Linux (Other - 4.x),PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,503e4208-d791-38e2-638d-dea052d29f62,TEST,Test,Removed
UNSBV-RFIDSV-51,UNGSC-V-MAN-ACI-51,Unknown,DSSU - Digital Solutions Support Unit,10.162.29.2,Valencia,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503e580e-002a-de29-68a0-94a53278c9ef,RFID,RFID,Removed
UNGSC-ISE-51,UNGSC-V-MAN-ACI-51,Production,DSSU - Digital Solutions Support Unit,10.162.1.88,Valencia,UNGSC,RHEL 8,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503e6435-952f-df5e-aaa8-8e992ec84716,CISCO ISE,UNGSC ISE - PRD,Existing
UNSBV-UNIFW-01,UNGSC-V-MAN-ACI-51,Production,DSSU - Digital Solutions Support Unit,10.162.1.80,Valencia,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503e7a5a-0884-3e99-e1a0-4a62d1fa31a0,ungsc print server,Print Server,Removed
GSC-CCTVA-51,UNGSC-V-MAN-ACI-51,Unknown,Unknown,10.162.19.110,Valencia,Unknown,Windows Server 2016,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,503e8503-b5df-0491-08d2-1b7f66378dd3,Unknown,Unknown,Existing
GSC-RADIA-51,UNGSC-V-MAN-ACI-51,Unknown,IOS NSU - Network Support Unit,10.162.0.53,Valencia,UNGSC,Windows Server 2016,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,503eaa1f-7d40-4914-6595-148e16bfe4ce,NSU Tools,NSU Tools,Removed
DFS-LPR-51,UNGSC-V-MAN-ACI-51,Unknown,Unknown,10.162.29.7,Valencia,UNGSC,Windows Server 2016,Unknown,VMware,Unknown,Unknown,Unknown,Unknown,503ebf62-b67e-67be-0c54-690fbc9c3d7b,Unknown,Unknown,Removed
UNSBV-UNIFLOWIWMC-01,UNGSC-V-MAN-ACI-51,Production,DSSU - Digital Solutions Support Unit,10.162.1.120,Valencia,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503ec985-3432-6e81-e34c-32f27a59f966,ungsc print server,Print Server,Removed
UNSBV-RFIDDB-51,UNGSC-V-MAN-ACI-51,Unknown,DSSU - Digital Solutions Support Unit,10.162.29.3,Valencia,UNGSC,Windows Server 2016,DSSU - Digital Solutions Support Unit,VMware,Unknown,Unknown,Unknown,Unknown,503ecb33-0703-03de-13a0-c69d0fea4a9b,RFID,RFID,Removed
UNSBV-DC02,UNGSC-V-MAN-ACI-51,Unknown,DSSU - Digital Solutions Support Unit,10.162.1.69,Valencia,UNGSC,Windows Server 2022,DSSU - Digital Solutions Support Unit,VMware,Partial,Yes,No,No,503ed90b-3d12-853b-ef4c-af2862507346,domain controller,Active Directory Domain Services,Removed
ELK-D-GRFA-01,vlcvi-p-pve-03,Unknown,Unknown,Unknown,Valencia,Unknown,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,50c2ab85-301e-40bf-bd87-9a26db168183,Unknown,Unknown,Removed
VCLS-37383638-3330-5A43-3239-323130393043,BDSVI-Dev,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52021fdc-3b44-7991-ad45-7ae1699d2557,Unknown,Unknown,Removed
VCLS-35323550-3533-5A43-3244-325A30355652,BDSVI-Dev-G11,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5205817a-5a92-0817-a011-19e0c2462411,Unknown,Unknown,Removed
VCLS-37383638-3330-5A43-3232-343830305144,VLCVI-VDI,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5206c117-00b7-f068-395a-ab8cae3087ca,Unknown,Unknown,Removed
VCLS-35323550-3433-5A43-3234-32383047384A,BDSVI-Prod-G11,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,520910ec-b43e-cd1a-ba77-e95bf2b9efbf,Unknown,Unknown,Removed
VCLS-35323550-3533-5A43-3244-325A30355653,BDSVI-Dev-G11,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,521022af-2798-713e-b82a-4024bc7438ba,Unknown,Unknown,Existing
DFS-CUSUB-51,GLOBAL-PROD-ACI-51,Unknown,Unknown,10.130.62.181,Brindisi,UNGSC,CentOS 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5217e8ef-bb23-5059-746c-c4c0922b92dc,Unknown,Unknown,Removed
BDS-EDGE-TEAMS-SBC-B,UNGSC-B-OOB-01,Production,RMSU NT Network Team,Unknown,Brindisi,UNGSC,Debian 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,5219d020-e120-37eb-997b-d5fd2bcf0648,Ribbon SBC,Ribbon SBC,Removed
VCLS-37383638-3330-5A43-3239-323130393036,BDSVI-MGMT,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,522310ff-5055-e502-2027-564ad7a96c67,Unknown,Unknown,Existing
DFS-VCS-01_V8,UNGSC-B-MAN-ACI-01,Production,PSU HCO Hybrid Cloud Operations,10.130.222.171,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,52262725-d07d-f1cd-05a6-67a6f45ff94f,VMWare Virtualization,VMware VirtualCenter,Existing
NY-VI-P-VC-004,GLOBAL-PROD-ACI-51,Production,PSU HCO Hybrid Cloud Operations,10.130.10.16,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,52295247-fd8d-d996-524a-1186fd061766,VMWare Virtualization,VMware VirtualCenter,Existing
DFS-SMESUB-01,UNGSC-B-OOB-01,Production,RMSU NT Network Team,10.130.190.193,Brindisi,UNGSC,CentOS 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,522d08dc-6daa-e10d-b182-3ec0779d5b57,SME Publisher,SME Publisher,Removed
VCLS-35323550-3533-5A43-3244-325A30355731,VLCVI-Dev-G11,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,522d3f2d-d37f-d806-695e-85c2c5f9a0aa,Unknown,Unknown,Existing
VCLS-37383638-3330-5A43-3230-3234304D4E57,BDSVI-MGMT,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,523ad1d1-db79-6ff5-0c18-c2628f298ff8,Unknown,Unknown,Existing
VCLS-35323550-3433-5A43-3234-323730324B53,BDSVI-Prod-AI,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,523b30de-56d2-5d72-6dab-d148efb4e495,Unknown,Unknown,Removed
VLC-EDGE-TEAMS-SBC-A,GLOBAL-PROD-ACI-51,Unknown,Unknown,Unknown,Brindisi,UNGSC,Unknown / Other,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,523bb4e5-defb-17e3-6765-2a9ff1aabda7,Unknown,Unknown,Removed
VCLS-37383638-3330-5A43-3232-343130384746,BDSVI-VDI,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5240e0f0-a745-b037-3b99-e2ea0aba5ef4,Unknown,Unknown,Removed
VCLS-37383638-3330-5A43-3239-3133304B4A56,VLCVI-Dev,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5249c0e0-89cb-42ce-a0ba-a284e780068b,Unknown,Unknown,Removed
DFS-SMESUB-52,GLOBAL-PROD-ACI-51,Unknown,Unknown,10.130.62.194,Brindisi,UNGSC,CentOS 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,524df344-b673-6421-67af-41fe9dbf38a3,Unknown,Unknown,Removed
VCLS-32343150-3837-5A43-3231-323930373658,BDSVI-Dev-GPU,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5250f327-5a64-0e04-f908-6d666eb669a1,Unknown,Unknown,Existing
VCLS-37383638-3330-5A43-3239-303630333048,VLCVI-MGMT,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52531a1f-cfe1-1560-5b0c-3846b81a7ef8,Unknown,Unknown,Existing
DBGSC-U-DB-03,vlcvi-p-pve-03,Unknown,Unknown,Unknown,Valencia,Unknown,Linux (Other),Unknown,Proxmox,Unknown,Unknown,Unknown,Unknown,5256e4ab-2716-4675-bc4b-9bb5fda1b0cf,Unknown,Unknown,Removed
VCLS-32343150-3837-5A43-3231-323930373652,BDSVI-VDI-GIS,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52680f1e-09b0-9990-0845-ddcfac04e563,Unknown,Unknown,Existing
VCLS-35323550-3533-5A43-3244-325A30355737,VLCVI-Prod-G11,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5270b28b-8566-7fa6-294d-455e1d339e42,Unknown,Unknown,Removed
NY-VI-P-VC-003,EDC-B-PRO-HA-01,Unknown,PSU HCO Hybrid Cloud Operations,10.130.139.17,Brindisi,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,527a7aa3-4586-d182-09a4-399e0916d79f,VMWare Virtualization,VMware VirtualCenter,Existing
VCLS-35323550-3433-5A43-3244-325330333357,VLCVI-Prod-HBA,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,527e1328-3e7f-044c-166e-b6ffe8002871,Unknown,Unknown,Removed
VCLS-35323550-3533-5A43-3244-325A30355733,VLCVI-Prod-HBA,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5281d515-2442-0d12-3bca-ba57d156e297,Unknown,Unknown,Removed
VCLS-35323550-3433-5A43-3234-323830473733,VLCVI-Prod-G11,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5283aa3d-82be-d9e4-cd32-9c80ea9d3c3e,Unknown,Unknown,Existing
VCLS-37383638-3330-5A43-3239-323130393137,VLCVI-Dev,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,528a48b8-11a0-05bb-7651-b17de80b83c8,Unknown,Unknown,Removed
VCLS-35323550-3533-5A43-3244-325A30355734,VLCVI-Dev-G11,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,528bd8ce-abe9-c2c5-ae25-4d177dd0bb31,Unknown,Unknown,Removed
DFS-SMESUB-02,UNGSC-B-OOB-01,Production,RMSU NT Network Team,10.130.190.194,Brindisi,UNGSC,CentOS 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,528f7ee8-8a73-6148-1bec-ba58ee88628b,SME Publisher,SME Publisher,Removed
VCLS-37383638-3330-5A43-3239-303530394B35,BDSVI-Dev,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,5299d5ee-8bdd-a778-21d9-1193a9441b59,Unknown,Unknown,Removed
VCLS-35323550-3433-5A43-3234-323730324B54,BDSVI-Prod-AI,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,529c841a-4ac3-05f8-16eb-8ba2e240ab11,Unknown,Unknown,Removed
BDS-EDGE-TEAMS-SBC-A,UNGSC-B-OOB-01,Production,RMSU NT Network Team,Unknown,Brindisi,UNGSC,Debian 9,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,52ae1d28-c231-496c-d7e6-354806f10555,Ribbon SBC,Ribbon SBC,Removed
VCLS-37383638-3330-5A43-3239-323130393058,VLCVI-MGMT,Unknown,Unknown,Unknown,Valencia,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52b0ad8e-af6f-fd58-bc44-223a220904e5,Unknown,Unknown,Existing
DFS-CUPUB-01,UNGSC-B-OOB-01,Production,RMSU NT Network Team,10.130.190.180,Brindisi,UNGSC,CentOS 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,52b5d242-e127-c54f-b20d-0f3e1227d467,Cisco Unity Connection,Cisco Unity Connection,Removed
VCLS-35323550-3433-5A43-3234-32383047384B,BDSVI-Prod-G11,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52bbd64f-f144-f554-7ef0-00e690f2e9f3,Unknown,Unknown,Existing
VCLS-35323550-3533-5A43-3244-325A30355735,BDSVI-Prod-HBA,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52be6c2c-20ea-8b42-757f-457870d15720,Unknown,Unknown,Removed
DFS-VCS-51_V8,UNGSC-V-MAN-ACI-51,Production,PSU HCO Hybrid Cloud Operations,10.130.94.171,Valencia,UNGSC,VMware Photon OS,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,52cbc3c0-bb9c-9071-c632-2e0aa7dbad31,VMWare Virtualization,VMware VirtualCenter,Existing
VLC-EDGE-TEAMS-SBC-B,GLOBAL-PROD-ACI-51,Unknown,Unknown,Unknown,Brindisi,UNGSC,Unknown / Other,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,52d037c6-c3d6-9d03-0275-32fa97b9fe31,Unknown,Unknown,Removed
VCLS-32343150-3837-5A43-3231-323930373654,BDSVI-Dev-GPU,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52d041b3-9eb3-0a99-a3e3-2c14c5e0818e,Unknown,Unknown,Existing
VCLS-32343150-3837-5A43-3231-323930373653,BDSVI-VDI-GIS,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52d05b89-7fa9-a314-0100-1198ce270376,Unknown,Unknown,Existing
VCLS-37383638-3330-5A43-3239-323130393039,BDSVI-Prod,Unknown,Unknown,Unknown,Brindisi,Unknown,VMware Photon (CRX),Unknown,VMware,Unknown,Unknown,Unknown,Unknown,52d9f2b5-a885-7bc4-9b5e-cccc2f62f9a9,Unknown,Unknown,Removed
DFS-SMESUB-51,GLOBAL-PROD-ACI-51,Unknown,Unknown,10.130.62.193,Brindisi,UNGSC,CentOS 7,PSU HCO Hybrid Cloud Operations,VMware,Unknown,Unknown,Unknown,Unknown,52de0f41-f6d8-e47e-3f57-dcc101593265,Unknown,Unknown,Removed
